StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,I02,I03,I04,I05,I06,I07,C01,C02,C03,I08_1,I09_1,Q01_1,T01_First Click,T01_Last Click,T01_Page Submit,T01_Click Count,Q02_1,T02_First Click,T02_Last Click,T02_Page Submit,T02_Click Count,Q03_1,T03_First Click,T03_Last Click,T03_Page Submit,T03_Click Count,Q04_1,T04_First Click,T04_Last Click,T04_Page Submit,T04_Click Count,Q05_1,T05_First Click,T05_Last Click,T05_Page Submit,T05_Click Count,Q06_1,T06_First Click,T06_Last Click,T06_Page Submit,T06_Click Count,Q07_1,T07_First Click,T07_Last Click,T07_Page Submit,T07_Click Count,Q08_1,T08_First Click,T08_Last Click,T08_Page Submit,T08_Click Count,Q09_1,T09_First Click,T09_Last Click,T09_Page Submit,T09_Click Count,Q10_1,T10_First Click,T10_Last Click,T10_Page Submit,T10_Click Count,Q11_1,T11_First Click,T11_Last Click,T11_Page Submit,T11_Click Count,Q12_1,T12_First Click,T12_Last Click,T12_Page Submit,T12_Click Count,Q13_1,T13_First Click,T13_Last Click,T13_Page Submit,T13_Click Count,Q14_1,T14_First Click,T14_Last Click,T14_Page Submit,T14_Click Count,Q15_1,T15_First Click,T15_Last Click,T15_Page Submit,T15_Click Count
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 19:22,4/27/2020 19:32,0,174.229.10.233,100,599,1,4/27/2020 19:32,R_0eqm2Zdldm4zQel,,,,,40.45620728,-79.81629944,anonymous,EN,1,24,1,6,1,6,"1,2,3,9,11,14,15,16,17,20,22,23,25,28,32",2,3,7,5,7,1.065,10.165,10.701,4,4,11.958,11.958,12.836,1,5,20.797,34.154,36.614,4,6,2.509,9.982,10.682,3,3,17.319,19.121,19.849,3,7,4.309,10.884,11.559,3,7,0.937,8.26,9.036,3,1,3.774,14.418,15.918,5,3,2.469,49.204,50.26,22,7,2.34,19.362,21.667,5,1,2.03,26.873,28.525,8,1,2.874,7.825,8.729,3,7,6.298,42.843,45.981,12,1,20.664,21.913,24.751,2,1,2.353,41.261,41.756,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 19:18,4/27/2020 20:05,0,74.98.253.65,100,2817,1,4/27/2020 20:05,R_1oonPOKFeWZrCVW,,,,,40.50369263,-80.06829834,anonymous,EN,1,27,1,4,1,3,,1000,1000,4,1,7,4.914,43.103,44.498,7,2,4.325,18.835,20.178,4,3,4.448,20.871,23.202,6,1,3.169,22.444,28.271,5,3,1.455,47.885,49.691,8,5,3.022,34.37,35.793,6,4,2.479,308.864,315.213,24,5,4.831,34.434,35.518,6,7,3.829,58.857,69.08,10,6,41.985,45.703,47.164,4,2,4.47,47.531,49.543,9,1,4.025,20.571,22.308,5,4,6.545,39.628,41.167,8,1,13.027,13.421,18.363,2,1,20.054,23.273,24.789,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 21:20,4/27/2020 21:32,0,71.206.237.32,100,699,1,4/27/2020 21:32,R_ZDy9dFHI5h4peaR,,,,,40.43240356,-79.92469788,anonymous,EN,1,40,1,6,1,8,,30,30,4,4,1,1.18,10.418,11.725,6,7,1.494,26.417,29.027,9,6,2.193,21.517,23.361,4,7,6.873,29.822,30.211,6,7,7.711,17.362,24.525,5,7,5.921,18.824,22.738,6,7,1.145,38.92,45.551,10,1,10.849,26.678,28.186,6,7,8.469,53.628,57.878,11,4,12.138,25.333,26.502,5,7,1.724,110.518,114.421,7,7,1.377,32.72,35.249,7,7,7.22,48.38,51.918,18,1,7.423,22.955,24.409,5,1,5.505,16.851,17.752,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 21:19,4/27/2020 21:40,0,74.102.32.55,100,1262,1,4/27/2020 21:40,R_1Q0K0S1DF11A7gT,,,,,40.852005,-74.28420258,anonymous,EN,1,24,1,4,2,8,28,1,1,2,4,4,4.445,96.685,98.233,8,4,46.978,48.715,50.136,5,7,24.792,37.568,40.537,6,4,49.719,50.846,52.554,4,7,1.315,90.909,91.638,9,3,57.829,60.981,61.889,5,7,1.463,59.046,62.944,7,1,1.338,49.327,51.545,7,6,1.257,117.894,118.7,18,7,1.197,56.499,57.121,8,1,4.122,96.321,110.13,12,1,23.401,26.34,26.38,3,7,2.095,37.574,45.248,10,4,13.972,22.068,23.23,4,6,40.91,42.701,43.873,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 21:27,4/27/2020 21:48,0,207.38.140.250,100,1299,1,4/27/2020 21:48,R_2y8FMJrjGUTLWcs,,,,,40.7263031,-73.98179626,anonymous,EN,2,27,1,6,1,7,,0,0,2,1,1,1.968,75.777,84.645,8,5,1.597,58.647,78.465,4,4,9.136,143.651,144.983,6,1,2.742,52.738,53.643,5,7,23.862,65.219,67.458,6,3,42.059,52.135,64.501,6,7,1.031,2.111,2.838,2,2,3.799,57.803,94.434,10,6,6.268,52.223,55.962,9,2,2.089,45.798,48.048,5,7,2.66,52.49,53.812,10,6,48.67,49.168,52.477,2,7,6.628,140.264,141.981,15,1,2.675,22.473,23.211,4,1,41.436,42.519,44.498,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 21:48,4/27/2020 22:01,0,184.60.160.48,100,792,1,4/27/2020 22:01,R_2S8M21CjSvaTSCQ,,,,,34.33850098,-84.37409973,anonymous,EN,1,26,1,4,1,1,,10,10,2,2,7,9.572,39.987,40.573,6,1,16.026,19.787,20.805,2,2,33.972,37.001,41.894,2,1,31.646,32.373,33.562,2,2,2.86,39.301,46.133,4,2,10.473,44.133,46.034,4,7,6.768,43.385,55.839,4,6,3.824,31.801,32.731,4,3,3.646,55.749,58.938,7,7,5.633,52.257,52.751,4,4,13.416,71.409,88.855,7,3,15.8,18.301,21.289,2,7,5.213,31.201,33.315,5,1,16.001,19.763,20.658,4,2,7.355,35.663,42.457,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 21:52,4/27/2020 22:06,0,74.102.32.55,100,834,1,4/27/2020 22:06,R_OuQ8ZCuV7KhUOo9,,,,,40.852005,-74.28420258,anonymous,EN,2,22,1,6,1,1,"1,9,11,12,14,17,20,28,29,31,32",5,5,2,5,2,5.824,16.293,18.29,6,5,0.665,1.583,3.092,3,1,1.437,2.684,3.881,4,4,0.932,18.179,19.232,7,2,0.794,2.45,3.292,4,5,0.642,2.265,3.089,4,4,0.666,2.223,3.052,3,3,0.619,2.17,3.252,3,5,0.853,5.498,5.885,8,4,1.151,21.134,22.244,8,5,13.519,32.835,34.987,11,1,1.281,2.63,3.801,4,5,0.804,8.042,10.008,9,5,1.092,2.48,3.522,3,5,0.697,2.186,2.961,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 22:03,4/27/2020 22:21,0,99.203.0.22,100,1121,1,4/27/2020 22:21,R_1QtsHCwLuUGIccp,,,,,41.08410645,-81.52210236,anonymous,EN,1,25,1,6,1,6,,10,10,1,2,1,2.607,11.303,18.51,5,3,42.957,108.152,108.714,6,6,0.908,24.607,26.05,19,3,112.812,147.267,147.79,7,6,8.896,12.378,13.036,3,7,1.578,21.546,22.068,4,7,1.81,109.402,110.024,7,3,1.997,16.078,21.365,4,7,3.068,27.232,27.697,7,7,19.699,21.443,21.889,3,1,9.772,156.746,157.518,11,1,14.417,18.793,20.623,4,1,26.921,40.126,40.732,4,7,19.407,21.084,21.837,2,1,1.17,30.659,34.416,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 22:17,4/27/2020 22:27,0,174.198.6.136,100,636,1,4/27/2020 22:27,R_2pQMY5ZKPvAxSt7,,,,,40.07110596,-75.20510101,anonymous,EN,2,22,1,6,1,5,"2,7,9,12,13,14,23,28,30",5,4,4,1,5,0.71,35.549,36.432,9,1,10.911,10.911,11.89,1,3,19.704,26.437,28.752,2,4,6.561,12.95,13.852,3,3,21.927,35.436,36.123,4,7,13.686,17.825,18.712,3,7,5.758,39.47,40.203,4,4,2.233,28.445,30.136,4,4,4.009,26.155,26.982,9,6,20.955,22.383,22.417,3,4,8.322,34.294,35.537,8,3,5.82,17.885,18.564,4,2,3.617,43.28,44.406,10,1,14.932,14.932,16.38,1,1,4.844,33.464,34.401,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 22:35,4/27/2020 22:47,0,174.198.4.81,100,773,1,4/27/2020 22:47,R_1DMuIJ4HVYlYhN2,,,,,40.65679932,-75.3911972,anonymous,EN,2,22,3,6,1,2,,100,100,4,3,3,2.818,34.368,35.268,10,4,10.616,31.791,33,4,3,17.529,42.21,43.76,12,2,1.278,24.134,26.528,8,3,4.343,29.49,31.237,5,2,7.209,33.759,34.88,6,4,3.416,58.044,59.094,15,1,1.229,25.333,26.729,13,7,3.456,30.634,32.911,7,5,0.831,58.863,60.138,15,7,4.318,58.708,59.629,17,3,1.431,37.047,38.471,8,7,3.353,29.742,32.855,8,4,28.879,29.996,30.948,3,1,20.902,23.49,27.969,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 22:34,4/27/2020 22:51,0,109.186.236.89,100,975,1,4/27/2020 22:51,R_2VEd7xu7KLkRCS5,,,,,32.0664978,34.76519775,anonymous,EN,1,40,1,7,2,8,,10,10,3,2,5,48.332,48.332,50.773,1,3,16.985,23.921,26.127,2,4,52.888,52.888,54.798,1,2,36.336,36.336,42.652,1,3,46.344,46.344,48.713,1,6,30.144,45.552,56.254,3,7,48.66,48.66,59.412,1,5,18.123,22.113,33.061,2,7,44.049,44.049,45.755,1,7,31.226,35.538,36.815,2,3,65.769,65.769,72.865,1,3,40.439,40.439,47.326,1,7,43.219,43.219,45.645,1,4,34.813,34.813,41.479,1,4,47.652,47.652,57.891,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 22:17,4/27/2020 22:51,0,100.16.73.184,100,2095,1,4/27/2020 22:51,R_1CpykuJxHDOfVRX,,,,,39.22929382,-76.69069672,anonymous,EN,1,27,1,6,1,6,,5,5,2,2,3,24.458,42.295,43.053,2,3,10.929,13.729,14.322,2,4,157.99,184.08,185.963,4,1,29.331,130.242,133.015,6,4,296.309,366.15,366.818,11,6,67.358,68.906,70.111,2,4,4.301,434.707,441.545,23,4,23.132,38.816,40.159,6,7,21.428,43.428,45.4,6,2,122.378,126.78,127.396,6,6,2.016,87.466,91.16,19,5,13.762,43.112,44.532,9,6,1.599,50.338,57.375,15,1,10.88,39.999,41.991,9,1,2.373,41.877,44.147,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 1:33,4/28/2020 1:47,0,88.9.136.142,100,810,1,4/28/2020 1:47,R_2qdTURhgv6u0YkI,,,,,41.45849609,2.083602905,anonymous,EN,1,28,1,7,2,4,"1,2,5,9,11,12,13,14,17,20,23,27,28,29,31,32",15,15,2,4,5,18.414,18.414,19.223,1,1,14.502,14.502,15.476,1,4,16.15,16.15,17.183,1,2,3.213,29.214,51.146,2,5,53.387,58.778,60.083,2,6,27.241,40.382,41.954,3,7,77.645,77.645,78.524,1,5,18.94,18.94,21.319,1,2,31.464,31.464,33.391,1,7,5.979,35.017,40.448,2,4,56.234,56.234,57.227,1,4,24.345,24.345,25.221,1,5,27.45,37.052,41.493,2,5,27.571,54.301,62.582,2,5,63.757,63.757,64.899,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 2:37,4/28/2020 2:49,0,84.229.238.90,100,714,1,4/28/2020 2:49,R_s7HmG4y3NCWFVOp,,,,,32.0664978,34.76519775,anonymous,EN,1,32,1,3,2,9,"2,6,10,12,14,19,22,23",5,5,2,1,5,22.559,22.559,23.579,1,1,9.561,9.561,10.372,1,4,13.021,15.935,16.725,2,2,44.858,44.858,45.775,1,4,19.593,19.593,20.401,1,2,14.158,14.158,15.041,1,7,25.199,25.199,26.054,1,7,13.612,13.612,14.615,1,5,11.976,41.393,42.973,2,7,13.447,13.447,14.562,1,3,42.345,42.345,43.723,1,1,25.884,25.884,26.858,1,6,21.199,26.876,28.248,2,6,13.659,13.659,15.386,1,4,24.176,24.176,24.948,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 3:41,4/28/2020 3:46,0,79.176.64.23,100,340,1,4/28/2020 3:46,R_3e3n6ekTu4zc5JT,,,,,32.0664978,34.76519775,anonymous,EN,1,30,19,6,2,8,"1,6,7,9,10,13,14,22",5,5,4,1,6,1.417,6.026,6.801,9,1,3.105,3.678,3.959,2,7,2.407,2.407,5.062,1,4,4.715,7.047,7.667,4,2,7.385,17.217,17.85,13,7,2.039,5.025,5.528,6,2,1.339,11.538,11.959,17,6,5.502,8.127,8.86,2,2,14.236,65.785,67.488,16,7,2.858,8.534,8.914,15,1,4.912,6.963,7.705,3,1,1.793,2.679,3.505,2,6,2.072,7.571,8.514,8,7,2.261,6.067,6.76,2,7,1.721,7.615,8.312,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 2:16,4/28/2020 4:55,0,83.130.136.35,100,9533,1,4/28/2020 4:55,R_2bg4nUJuzIDRapP,,,,,32.0664978,34.76519775,anonymous,EN,1,30,1,7,2,6,,3,3,2,5,4,27.559,27.559,30.99,1,3,16.381,16.381,17.573,1,2,75.642,75.642,78.444,1,2,25.147,25.147,26.314,1,5,6.514,19.362,22.148,2,5,57.385,57.385,64.24,1,5,8843.954,8843.954,8849.935,1,6,32.679,40.196,42.07,2,6,51.106,51.106,52.864,1,6,36.136,36.136,37.165,1,3,43.727,43.727,46.457,1,2,10.67,10.67,13.966,1,5,25.92,25.92,31.854,1,4,11.016,11.016,12.104,1,5,24.535,24.535,26.164,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 4:40,4/28/2020 4:55,0,79.182.18.128,100,897,1,4/28/2020 4:55,R_24I8lbqAoryLXjv,,,,,32.0664978,34.76519775,anonymous,EN,1,40,1,7,2,8,,1,1,3,3,1,60.708,60.708,62.419,1,5,30.388,30.388,31.293,1,6,22.403,22.403,32.452,1,2,31.995,31.995,33.701,1,7,24.337,24.337,26.378,1,6,36.586,36.586,38.192,1,7,24.492,41.204,42.251,3,2,38.054,38.054,39.785,1,7,39.839,39.839,41.626,1,5,35.225,35.225,36.358,1,2,12.767,59.574,61.24,2,1,26.779,26.779,28.91,1,6,58.823,58.823,67.246,1,4,76.851,76.851,92.076,1,1,32.799,32.799,38.35,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 5:36,4/28/2020 5:48,0,85.64.94.58,100,697,1,4/28/2020 5:48,R_2WScA3Svd2wyj5s,,,,,32.14720154,34.84170532,anonymous,EN,1,22,1,6,2,1,,1,1,3,1,5,6.448,22.156,23.351,11,3,9.044,9.044,9.965,1,6,5.612,13.12,25.624,5,3,21.388,21.388,22.239,1,5,20.468,27.906,30.871,9,7,4.839,10.883,16.895,5,6,4.298,26.563,32.681,10,4,13.041,30.231,31.314,8,6,9.406,27.546,28.979,8,5,5.843,25.897,26.516,5,5,3.478,32.842,47.126,13,3,6.124,29.088,30.098,6,6,4.844,20.712,24.694,8,1,2.79,12.412,23.194,9,1,30.858,39.026,40.892,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 6:54,4/28/2020 7:12,0,141.226.247.43,100,1084,1,4/28/2020 7:12,R_2rB1QadksG3854N,,,,,32.0664978,34.76519775,anonymous,EN,1,38,1,4,2,10,,1,3,1,1,4,3.612,35.799,47.129,3,1,17.718,17.718,19.341,1,7,11.377,44.025,55.9,5,7,29.201,38.845,41.338,4,7,19.711,23.061,34.501,2,4,25.223,26.227,28.993,2,1,43.026,82.62,83.448,5,4,11.421,30.937,51.078,3,1,2.505,75.489,76.457,12,7,70.186,71.114,72.902,2,1,7.741,41.384,55.301,5,1,4.5,22.321,36.686,3,1,15.508,58.34,64.742,5,2,2.331,47.923,49.901,3,7,47.329,147.416,153.59,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 7:35,4/28/2020 7:47,0,74.98.211.225,100,671,1,4/28/2020 7:47,R_10Hpf5VZfNHYFFF,,,,,40.43249512,-79.86299896,anonymous,EN,1,36,1,7,1,9,,5,5,2,1,5,30.304,30.304,33.756,1,2,18.514,18.514,27.549,1,7,18.465,18.465,20.172,1,2,23.616,23.616,24.572,1,6,24.58,24.58,26.407,1,7,18.169,18.169,20.133,1,6,44.968,64.256,65.317,2,2,50.694,50.694,52.45,1,4,52.806,52.806,54.855,1,6,28.712,31.68,37.292,2,6,55.023,55.023,57.019,1,6,18.503,18.503,20.331,1,6,30.683,30.683,32.768,1,4,10.904,10.904,19.051,1,2,23.353,42.633,44.614,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 3:33,4/28/2020 7:59,0,2.55.159.79,100,102374,1,4/28/2020 7:59,R_1gdTyHDcaril2oy,,,,,32.0664978,34.76519775,anonymous,EN,1,34,1,6,2,6,,5,5,2,1,5,2.717,24.238,29.284,6,2,7.654,10.437,11.211,3,2,13.157,13.157,14.789,1,1,21.452,21.452,22.714,1,6,10.089,20.683,22.822,8,2,38.572,38.572,43.202,1,2,32.609,32.609,36.545,1,5,16.016,21.06,21.789,2,5,12.586,21.982,30.022,12,7,11.166,11.166,16.369,1,5,9509.02,9513.149,9513.878,2,2,14.603,14.603,15.533,1,7,2.522,28.483,31.236,11,1,13.624,41.201,56.3,5,7,21.66,37.176,39.105,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 8:02,4/28/2020 8:14,0,79.179.192.52,100,713,1,4/28/2020 8:14,R_2qBHFJnTeOK6pNG,,,,,32.0664978,34.76519775,anonymous,EN,1,36,1,7,2,10,"1,2,6,9,10,11,13,14,22,23,27,28,29,32",3,3,2,1,6,34.374,34.374,37.689,1,2,8.621,31.237,32.447,3,2,18.154,18.154,29.196,1,2,36.616,39.632,40.181,2,1,19.252,19.891,20.758,2,1,19.656,20.335,20.77,2,7,27.321,36.141,37.125,5,4,29.402,29.402,30.601,1,2,54.919,54.919,59.455,1,6,16.409,16.409,17.03,1,3,45.562,45.562,47.871,1,2,13.601,13.601,16.073,1,3,28.721,28.721,32.76,1,4,28.94,28.94,29.774,1,2,39.524,52.417,53.102,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 8:26,4/28/2020 8:40,0,213.57.247.74,100,816,1,4/28/2020 8:40,R_DqNZk3uiqTUl0Rz,,,,,32.81599426,34.98210144,anonymous,EN,1,23,1,6,2,5,,1,1,2,2,4,1.104,74.353,75.252,38,2,4.211,28.426,34.89,38,6,1.767,24.751,29.736,26,1,24.724,24.724,28.669,1,6,37.484,37.484,38.791,1,3,53.682,53.682,54.462,1,6,43.553,43.553,44.488,1,6,36.605,36.605,43.717,1,7,1.273,30.831,32.303,35,3,4.455,44.298,45.036,39,3,1.071,47.864,48.208,51,2,1.259,30.614,32.913,31,6,36.499,36.499,37.541,1,1,30.333,30.935,31.289,2,5,46.679,46.679,50.213,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 9:46,4/28/2020 10:13,0,176.231.64.237,100,1603,1,4/28/2020 10:13,R_3Gs1cMrBH7ugjLs,,,,,32.061203,34.85620117,anonymous,EN,1,44,1,7,2,10,"1,2,9,13,23,35",4,4,3,2,6,50.34,50.34,51.682,1,1,23.07,23.07,24.152,1,2,25.381,25.381,27.049,1,2,31.084,31.985,32.505,2,3,38.952,41.168,42.141,3,2,22.465,22.465,24.397,1,7,39.717,39.717,50.293,1,5,11.265,11.265,12.172,1,5,45.957,45.957,47.312,1,6,29.806,29.806,31.801,1,3,43.454,47.595,48.655,4,3,16.909,16.909,19.427,1,2,44.46,54.715,55.737,5,5,32.983,32.983,34.49,1,2,35.118,35.118,36.118,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 11:13,4/28/2020 11:21,0,176.249.114.67,100,471,1,4/28/2020 11:21,R_1q9aYME48eUu1cN,,,,,51.53529358,-0.665802002,anonymous,EN,1,29,8,3,2,8,"2,6,9,10,12,14,20,22,27,33",2,3,2,1,3,20.801,30.361,32.109,8,2,3.141,10.465,11.294,7,7,6.266,19.281,20.281,5,4,4.678,15.737,16.51,6,5,3.936,18.621,18.946,5,3,2.475,19.225,20.295,7,7,2.321,22.817,23.716,2,3,2.652,22.116,22.856,8,5,3.593,29.119,29.928,4,5,3.354,25.482,26.99,10,4,1.729,26.23,26.868,14,4,1.948,11.655,12.397,7,7,5.737,21.846,22.844,11,6,1.817,18.31,18.848,6,2,1.398,19.242,20.352,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 11:19,4/28/2020 11:26,0,172.58.29.100,100,447,1,4/28/2020 11:26,R_XuJlCwF38eYM8ud,,,,,34.20030212,-118.4044952,anonymous,EN,2,26,1,6,1,6,"2,5,11,12,13,14,17,20,21,22,23,25,27,28,35",10,4,2,1,5,16.221,19.472,20.992,4,3,9.63,9.63,10.182,1,6,1.089,8.215,9.445,3,2,13.548,13.906,14.526,2,5,9.48,9.48,10.264,1,2,18.449,19.175,19.934,2,7,29.36,30.325,31.162,2,5,1.041,61.162,61.891,8,4,3.25,29.19,29.835,4,5,16.551,16.551,17.23,1,5,1.567,23.316,26.162,6,2,5.813,8.738,8.774,4,7,9.931,10.408,11.485,2,1,12.298,20.148,20.926,2,7,26.978,28.696,29.408,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 11:15,4/28/2020 11:45,0,104.136.230.253,100,1754,1,4/28/2020 11:45,R_sn9gWyt5HFzEQLL,,,,,28.19509888,-81.60620117,anonymous,EN,1,49,1,7,1,8,"1,10,11,13,20,21,22,31,36",15,4,3,2,6,6.716,8.965,10,2,2,11.221,11.221,12.505,1,2,14.395,14.395,15.55,1,5,14.016,16.631,17.313,2,2,14.654,14.654,15.824,1,2,8.012,8.012,9.549,1,7,33.507,33.507,34.402,1,5,18.568,18.568,20.24,1,1,26.766,26.766,27.962,1,6,24.108,24.108,25.206,1,4,17.19,21.474,22.366,2,3,18.378,18.378,19.336,1,7,16.933,16.933,17.875,1,4,19.821,19.821,20.779,1,4,22.794,22.794,24.259,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 11:19,4/28/2020 12:00,0,209.159.255.230,100,2496,1,4/28/2020 12:00,R_3QRVr5odkMnGR45,,,,,44.14149475,-103.2052002,anonymous,EN,1,33,8,7,2,4,"1,2,11,12,13,14,20,29,32",6,4,3,2,5,1.463,54.902,59.906,10,5,24.531,24.531,25.677,1,2,27.132,68.763,70.297,9,3,25.494,161.237,161.748,8,2,2.858,53.239,54.307,3,3,26.123,106.721,107.122,5,3,1.373,190.181,213.53,29,5,17.258,150.844,153.829,8,3,3.261,219.671,233.191,23,6,6.592,91.335,92.006,8,4,2.25,128.502,129.506,19,3,4.345,69.661,70.267,7,3,34.917,228.747,229.759,16,1,24.682,39.559,40.793,3,2,24.633,88.367,89.3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
